Status ID,Customer ID,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason,Employee Related Cancellation,Product/Service Related Cancellation,Competitor Cancellation,Price Cancellation,Service ID,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Location ID,State,City,Zip Code
CLNTAC3235,1179-INLAT,4,Joined,No,0,32,2787,Did Not Churn,Did Not Churn,0,0,0,0,ZNYFGCQJG5199,No,0,3,Unknown/None,Yes,2.78,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.45,69.25,0.0,0,8.34,77.59,Male,33,No,No,No,No,0,AQNSAN8839,California,Santa Clara,95050
LUBHMU8857,7909-FIOIY,5,Stayed,No,0,39,2958,Did Not Churn,Did Not Churn,0,0,0,0,KCFOFXNCQ2314,Yes,4,19,Offer D,No,0.0,No,Yes,Cable,85,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,24.85,434.8,0.0,0,0.0,434.8,Female,21,Yes,No,Yes,Yes,1,YIQVCV9764,California,Santa Clara,95051
EDWUNV5977,6351-SCJKT,3,Joined,No,0,46,5534,Did Not Churn,Did Not Churn,0,0,0,0,TCOICLDHB7557,No,0,3,Unknown/None,No,0.0,No,Yes,Cable,25,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,41.35,107.25,0.0,0,0.0,107.25,Male,32,No,No,No,No,0,OOGDXG2233,California,Santa Cruz,95062
DVBQUD7755,5468-BPMMO,5,Stayed,No,0,59,5092,Did Not Churn,Did Not Churn,0,0,0,0,YRCFQCNKC7488,Yes,3,46,Unknown/None,Yes,16.07,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.6,851.2,0.0,0,739.22,1590.42,Male,59,No,No,Yes,No,0,TFZXWU4427,California,Santa Cruz,95064
PLGGJG7563,0197-PNKNK,3,Stayed,No,0,49,5629,Did Not Churn,Did Not Churn,0,0,0,0,AVFCEFCBB7973,Yes,7,69,Unknown/None,Yes,38.92,Yes,Yes,Fiber Optic,16,Yes,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,84.45,5848.6,0.0,40,2685.48,8574.08,Female,47,No,No,Yes,Yes,1,UDXCHN7587,California,Scotts Valley,95066
GYHZGN1922,2439-QKJUL,3,Stayed,No,0,44,5064,Did Not Churn,Did Not Churn,0,0,0,0,LXEZPSDEM3125,No,0,5,Unknown/None,Yes,7.83,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.25,109.8,0.0,0,39.15,148.95,Male,31,No,No,No,No,0,DVBGDW1898,California,Saratoga,95070
UOSOXE2256,1194-SPVSP,3,Joined,No,0,79,3625,Did Not Churn,Did Not Churn,0,0,0,0,ELRBDXGMY7773,No,0,1,Unknown/None,Yes,27.88,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.65,19.65,0.0,0,27.88,47.53,Male,20,Yes,No,No,No,0,VKBCDU1933,California,Soquel,95073
KTKHYN1714,9534-NSXEM,3,Stayed,No,0,79,2194,Did Not Churn,Did Not Churn,0,0,0,0,SBIEGHDYC5236,No,0,26,Offer C,Yes,31.53,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.65,595.5,0.0,0,819.78,1415.28,Male,28,Yes,No,No,No,0,VZGAON6684,California,Watsonville,95076
SGONXK4138,8929-KSWIH,4,Stayed,No,0,23,3847,Did Not Churn,Did Not Churn,0,0,0,0,KGHKHENAI9859,No,0,25,Offer C,Yes,4.94,No,Yes,Fiber Optic,51,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,99.3,2513.5,0.0,0,123.50000000000001,2637.0,Male,21,Yes,No,No,No,0,OJMOLR9154,California,San Jose,95111
UXJTHN9953,2250-IVBWA,3,Stayed,No,0,48,5168,Did Not Churn,Did Not Churn,0,0,0,0,MAUCZFKJM5559,Yes,4,64,Unknown/None,Yes,49.49,No,Yes,Fiber Optic,12,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,81.05,5135.35,0.0,0,3167.36,8302.710000000001,Male,47,No,No,Yes,Yes,2,AVYQMJ3436,California,San Jose,95112
QQUOZN5744,1810-MVMAI,3,Stayed,No,0,33,4104,Did Not Churn,Did Not Churn,0,0,0,0,ZBHAPSJRQ6854,Yes,4,30,Offer C,Yes,48.04,Yes,Yes,Cable,19,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,67.6,2000.2,0.0,0,1441.2,3441.4,Male,31,No,No,Yes,Yes,1,AJEGRN5355,California,San Jose,95113
YKISSW9554,9506-UXUSK,5,Stayed,No,0,30,4599,Did Not Churn,Did Not Churn,0,0,0,0,YPFRWYGNO3166,No,0,13,Offer D,Yes,39.17,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.15,931.75,0.0,150,509.21000000000004,1590.96,Male,53,No,No,No,No,0,JHKOQY3111,California,San Jose,95116
JXSSRC7326,1229-RCALF,4,Stayed,No,0,45,5189,Did Not Churn,Did Not Churn,0,0,0,0,EKPKGTLON3419,Yes,1,64,Unknown/None,Yes,46.44,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,115.0,7396.15,0.0,0,2972.16,10368.31,Female,37,No,No,Yes,No,0,IROKCV4459,California,San Jose,95117
FIRYBB6786,3572-UOLYZ,3,Stayed,No,0,39,5756,Did Not Churn,Did Not Churn,0,0,0,0,KBYUGCZAP6489,No,0,46,Unknown/None,Yes,4.08,Yes,Yes,Fiber Optic,59,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,3958.85,0.0,0,187.68,4146.53,Female,28,Yes,No,No,Yes,2,UTBZIL4499,California,San Jose,95118
PSYOTT1852,1429-UYJSV,4,Stayed,No,0,62,3423,Did Not Churn,Did Not Churn,0,0,0,0,JBCQJUSZU4854,No,0,12,Offer D,Yes,36.65,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.7,260.9,0.0,0,439.79999999999995,700.6999999999999,Female,57,No,No,No,No,0,WFVBBD5187,California,San Jose,95119
BLAATM6297,6366-XIVKZ,3,Stayed,No,0,46,5916,Did Not Churn,Did Not Churn,0,0,0,0,NABWNCGYD7535,Yes,3,13,Unknown/None,Yes,39.2,No,Yes,Cable,25,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,63.15,816.8,0.0,0,509.6,1326.4,Female,40,No,No,Yes,Yes,3,PABQRQ6634,California,San Jose,95122
JZRNPV6333,3470-OBUET,3,Stayed,No,0,35,4188,Did Not Churn,Did Not Churn,0,0,0,0,MCPISGIQA1998,Yes,5,67,Unknown/None,Yes,43.01,Yes,Yes,Cable,16,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,74.0,4868.4,0.0,0,2881.67,7750.07,Female,49,No,No,Yes,Yes,2,MNLGZW1979,California,San Jose,95123
YKAJFU4137,2770-NSVDG,3,Stayed,No,0,33,4636,Did Not Churn,Did Not Churn,0,0,0,0,ALKGNJUOX9365,Yes,4,24,Offer C,No,0.0,No,Yes,DSL,51,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.1,688.0,0.0,0,0.0,688.0,Male,25,Yes,No,Yes,No,0,IIRBYV1631,California,San Jose,95124
CLIFUP9727,9375-MHRRS,5,Stayed,No,0,34,3929,Did Not Churn,Did Not Churn,0,0,0,0,UQCEMYNRX3851,No,0,6,Offer E,Yes,23.01,No,Yes,DSL,13,No,No,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,50.05,288.35,0.0,40,138.06,466.41,Male,37,No,No,No,No,0,GNKYGW5459,California,San Jose,95125
WMIKEO1464,4860-YZGZM,3,Stayed,No,0,63,2706,Did Not Churn,Did Not Churn,0,0,0,0,FMBPJTHOB5852,No,0,10,Unknown/None,Yes,39.39,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.0,185.4,0.0,0,393.9,579.3,Male,27,Yes,No,No,No,0,FDKIVW8846,California,San Jose,95128
RZGOKX8426,6599-GZWCM,5,Stayed,No,0,40,4172,Did Not Churn,Did Not Churn,0,0,0,0,CRVLAGDZN4846,No,0,13,Unknown/None,Yes,42.62,No,Yes,Fiber Optic,15,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,74.65,966.25,0.0,0,554.06,1520.31,Female,39,No,No,No,No,0,OVMRAU1992,California,San Jose,95129
PTFDQU6435,7037-MTYVW,4,Stayed,No,0,51,5292,Did Not Churn,Did Not Churn,0,0,0,0,RNSSKWGMG1444,Yes,6,38,Offer C,Yes,17.52,Yes,Yes,DSL,59,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,85.4,3297.0,0.0,0,665.76,3962.76,Male,26,Yes,No,Yes,Yes,2,OVXCWC3392,California,San Jose,95133
WKWWXX6189,4760-THGOT,3,Stayed,No,0,71,4392,Did Not Churn,Did Not Churn,0,0,0,0,KMBBEIEFT1695,Yes,9,43,Unknown/None,Yes,49.48,Yes,Yes,Fiber Optic,11,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.1,4107.3,0.0,0,2127.64,6234.9400000000005,Female,33,No,No,Yes,No,0,FTSLTU3814,California,San Jose,95134
UCZPNH1572,4016-BJKTZ,4,Stayed,No,0,80,4398,Did Not Churn,Did Not Churn,0,0,0,0,RVBGKIQAS3712,No,0,25,Offer C,Yes,32.33,Yes,Yes,Fiber Optic,51,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,108.9,2809.05,0.0,0,808.25,3617.3,Female,20,Yes,No,No,No,0,JIXUZW5985,California,San Jose,95136
HXTBMK3737,6584-VQMYT,4,Stayed,No,0,42,5978,Did Not Churn,Did Not Churn,0,0,0,0,ODLYJZRPD8938,No,0,27,Offer C,Yes,2.63,No,Yes,DSL,59,Yes,Yes,No,No,No,No,No,No,One Year,No,Credit Card,56.2,1567.55,0.0,30,71.00999999999999,1668.56,Male,19,Yes,No,No,Yes,2,TSIDWW8486,California,San Jose,95138
KBEEMV7216,9838-BFCQT,3,Stayed,No,0,41,5475,Did Not Churn,Did Not Churn,0,0,0,0,JZKGXAKYE4292,Yes,2,72,Unknown/None,Yes,33.92,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,26.1,1851.45,0.0,0,2442.2400000000002,4293.6900000000005,Male,61,No,No,Yes,Yes,2,BZZGUO6862,California,San Jose,95139
THBZNN2378,2790-XUYMV,4,Stayed,No,0,48,4777,Did Not Churn,Did Not Churn,0,0,0,0,QSDPUYWME4116,No,0,71,Unknown/None,Yes,31.89,Yes,Yes,Fiber Optic,30,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,85.45,6028.95,0.0,0,2264.19,8293.14,Male,19,Yes,No,No,Yes,1,QIUIYG6741,California,Mount Hamilton,95140
XRUBHR4138,0581-MDMPW,3,Stayed,No,0,37,5557,Did Not Churn,Did Not Churn,0,0,0,0,BCAWKYZAB9471,No,0,24,Offer C,Yes,44.09,Yes,Yes,Fiber Optic,9,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,88.95,2072.75,0.0,0,1058.16,3130.91,Female,63,No,No,No,No,0,TQOGAO7592,California,San Jose,95148
BWITST6718,1023-BQXZE,4,Stayed,No,0,71,5548,Did Not Churn,Did Not Churn,0,0,0,0,WIHASPAOM4625,No,0,57,Unknown/None,Yes,24.67,No,Yes,DSL,42,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,74.35,4317.35,0.0,0,1406.19,5723.540000000001,Male,30,No,No,No,No,0,GSFAOC8566,California,Stockton,95203
TDAVCD5326,9163-GHAYE,5,Stayed,No,0,62,5584,Did Not Churn,Did Not Churn,0,0,0,0,EXWXEMTBN1223,No,0,15,Unknown/None,Yes,31.68,No,Yes,Cable,23,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,48.85,736.8,0.0,0,475.2,1212.0,Female,34,No,No,No,No,0,MFWIGD6663,California,Stockton,95204
SVDONB1515,3904-UKFRE,3,Stayed,No,0,67,2333,Did Not Churn,Did Not Churn,0,0,0,0,SUQBMSFEZ6314,No,0,4,Offer E,Yes,44.16,Yes,Yes,Fiber Optic,82,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.1,336.15,0.0,0,176.64,512.79,Male,27,Yes,No,No,No,0,JQAPUF5566,California,Stockton,95205
SMNHZH3834,5353-WILCI,3,Stayed,No,0,47,4468,Did Not Churn,Did Not Churn,0,0,0,0,JNEBVNEPC1739,No,0,28,Offer C,Yes,44.11,No,Yes,Cable,15,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,56.05,1522.65,0.0,110,1235.08,2867.73,Female,51,No,No,No,No,0,TCKCNN3978,California,Stockton,95206
PSZSGW2216,0058-EVZWM,3,Stayed,No,0,42,5875,Did Not Churn,Did Not Churn,0,0,0,0,SDXFBYFFJ1786,Yes,2,55,Offer B,Yes,5.08,Yes,Yes,Fiber Optic,9,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.8,4959.6,0.0,0,279.4,5239.0,Female,37,No,No,Yes,No,0,TQWKKC5515,California,Stockton,95209
KFWKLC5467,7009-PCARS,5,Stayed,No,0,66,4391,Did Not Churn,Did Not Churn,0,0,0,0,GSMVETEGB7979,No,0,55,Offer B,Yes,39.29,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.1,1001.5,0.0,0,2160.95,3162.45,Male,53,No,No,No,Yes,2,RRNOAD6684,California,Stockton,95215
TTJWNM4356,0519-DRGTI,4,Stayed,No,0,49,2522,Did Not Churn,Did Not Churn,0,0,0,0,BCYCLOVQH8554,Yes,9,20,Unknown/None,Yes,42.46,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,442.6,0.0,0,849.2,1291.8000000000002,Female,58,No,No,Yes,Yes,3,UEUOGA1359,California,Stockton,95219
JNVPXY3373,1017-FBQMM,4,Stayed,No,0,69,6361,Did Not Churn,Did Not Churn,0,0,0,0,QMIHONFHW6323,Yes,8,62,Offer B,Yes,15.05,Yes,Yes,Fiber Optic,23,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,106.05,6703.5,0.0,0,933.1,7636.6,Female,47,No,No,Yes,Yes,2,TWCFPV9473,California,Acampo,95220
HWSWSF4951,1985-MBRYP,3,Stayed,No,0,41,3678,Did Not Churn,Did Not Churn,0,0,0,0,KDQIOSNUO7236,No,0,43,Offer B,Yes,6.71,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.65,779.25,0.0,0,288.53,1067.78,Female,44,No,No,No,No,0,VTZOBF9515,California,Arnold,95223
RAZNHJ6357,9372-TXXPS,3,Stayed,No,0,54,4029,Did Not Churn,Did Not Churn,0,0,0,0,KZQDOFTBQ8782,Yes,7,60,Offer B,Yes,41.4,No,Yes,Cable,21,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,59.85,3483.45,0.0,0,2484.0,5967.45,Female,49,No,No,Yes,No,0,KPNDBZ5631,California,Burson,95225
FIZSZR7393,3259-QMXUN,3,Stayed,No,0,33,5666,Did Not Churn,Did Not Churn,0,0,0,0,IUDOYHJWM1132,Yes,3,58,Offer B,Yes,22.14,Yes,Yes,DSL,2,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,86.1,4890.5,0.0,110,1284.1200000000001,6284.62,Male,38,No,No,Yes,No,0,YZEYFA5621,California,Campo Seco,95226
UWHMBB7364,1015-JPFYW,3,Stayed,No,0,29,5084,Did Not Churn,Did Not Churn,0,0,0,0,DEOHFWXPV5939,No,0,7,Unknown/None,Yes,49.16,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.45,136.75,0.0,0,344.12,480.87,Male,47,No,No,No,Yes,2,SATZTW8523,California,Clements,95227
OMXJYK2959,6645-MXQJT,3,Joined,No,0,43,5745,Did Not Churn,Did Not Churn,0,0,0,0,CEZABSOZR6148,Yes,10,2,Offer E,Yes,39.35,No,Yes,Fiber Optic,24,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,97.1,184.15,0.0,0,78.7,262.85,Male,40,No,No,Yes,Yes,1,CGPDDF9436,California,Copperopolis,95228
QXGSIX2577,5804-JMYIO,3,Stayed,No,0,61,3944,Did Not Churn,Did Not Churn,0,0,0,0,ZXVMJRFHE8842,Yes,6,39,Offer C,Yes,15.91,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.75,757.95,0.0,0,620.49,1378.44,Female,40,No,No,Yes,Yes,3,OAPPSV6314,California,Glencoe,95232
ZVQSIN8895,6484-LATFU,3,Stayed,No,0,31,6042,Did Not Churn,Did Not Churn,0,0,0,0,WRTDPMIPJ8344,No,0,68,Unknown/None,Yes,5.84,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.55,1657.4,0.0,0,397.12,2054.52,Male,20,Yes,No,No,No,0,QDEICJ7815,California,Linden,95236
MDDCFT3263,7599-NTMDP,3,Stayed,No,0,26,5453,Did Not Churn,Did Not Churn,0,0,0,0,KLWVKALLA1147,Yes,6,62,Offer B,No,0.0,No,Yes,Cable,26,Yes,Yes,No,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,48.7,3008.55,0.0,120,0.0,3128.55,Female,32,No,No,Yes,Yes,2,WWNOQU2261,California,Lockeford,95237
IFMKJN1576,0536-ACXIP,3,Stayed,No,0,53,6452,Did Not Churn,Did Not Churn,0,0,0,0,QYCORNRDH7327,Yes,9,72,Unknown/None,Yes,44.2,Yes,Yes,Fiber Optic,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.55,8165.1,0.0,0,3182.4,11347.5,Female,34,No,No,Yes,No,0,AQUFTP9633,California,Lodi,95242
RUZATA8351,0936-NQLJU,3,Stayed,No,0,79,5062,Did Not Churn,Did Not Churn,0,0,0,0,PWADZWONV6947,Yes,9,41,Offer B,Yes,8.44,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.65,875.55,0.0,0,346.03999999999996,1221.59,Female,40,No,No,Yes,No,0,VZTGGY4887,California,Mokelumne Hill,95245
PYFMCQ4863,1575-KRZZE,3,Stayed,No,0,74,4042,Did Not Churn,Did Not Churn,0,0,0,0,CUFLZXCCP5774,No,0,4,Offer E,Yes,7.49,No,Yes,Cable,17,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,55.2,220.65,0.0,0,29.96,250.61,Female,64,No,No,No,No,0,VQMKIF3887,California,Murphys,95247
JVLVIZ6819,3251-YMVWZ,3,Stayed,No,0,20,4865,Did Not Churn,Did Not Churn,0,0,0,0,MNGVKUZAR1185,No,0,53,Offer B,Yes,39.37,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.05,1301.9,0.0,0,2086.6099999999997,3388.5099999999998,Male,34,No,No,No,No,0,GHPWTN6621,California,San Andreas,95249
NXFHIA3921,4884-LEVMQ,5,Stayed,No,0,80,2165,Did Not Churn,Did Not Churn,0,0,0,0,QEGAVWNCB4146,Yes,10,39,Offer C,Yes,36.39,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.45,790.0,0.0,0,1419.21,2209.21,Male,39,No,No,Yes,No,0,IWLPOV1398,California,Valley Springs,95252
DUQYUD8352,8857-CUPFQ,3,Stayed,No,0,20,4538,Did Not Churn,Did Not Churn,0,0,0,0,MVUKEIWEM7881,Yes,9,63,Offer B,Yes,17.38,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.25,1237.65,0.0,0,1094.9399999999998,2332.59,Male,57,No,No,Yes,No,0,QQGEPS4516,California,Wallace,95254
TTZLZE1655,7610-TVOPG,3,Stayed,No,0,73,2723,Did Not Churn,Did Not Churn,0,0,0,0,BAUZEBNUY9235,No,0,15,Unknown/None,Yes,7.96,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,26.35,378.6,0.0,0,119.4,498.0,Male,48,No,No,No,No,0,QVTSPF5187,California,West Point,95255
IFKLEO8343,3638-DIMPH,3,Stayed,No,0,40,4369,Did Not Churn,Did Not Churn,0,0,0,0,GMQHMEEZX5164,Yes,1,13,Unknown/None,Yes,29.49,No,Yes,DSL,2,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,43.8,592.65,0.0,0,383.37,976.02,Female,34,No,No,Yes,No,0,JVFCSP8537,California,Wilseyville,95257
IMIUMG4931,1845-ZLLIG,3,Joined,No,0,50,4014,Did Not Churn,Did Not Churn,0,0,0,0,YDVEHENEL9339,No,0,1,Offer E,Yes,20.3,No,Yes,DSL,16,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.15,50.15,0.0,0,20.3,70.45,Male,45,No,No,No,No,0,GJCIWU3266,California,Woodbridge,95258
YGIOCW5475,8559-WNQZS,3,Joined,No,0,27,5925,Did Not Churn,Did Not Churn,0,0,0,0,GAWPRCBOY1536,No,0,1,Offer E,Yes,43.82,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.45,20.45,0.0,0,43.82,64.27,Male,37,No,No,No,No,0,PPCZGH9537,California,Atwater,95301
JVVMRB3885,1699-UOTXU,3,Stayed,No,0,40,6209,Did Not Churn,Did Not Churn,0,0,0,0,HMMJAQCGV7222,No,0,60,Offer B,Yes,30.92,No,Yes,DSL,26,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,61.4,3638.25,0.0,0,1855.2,5493.45,Male,24,Yes,No,No,No,0,QCMCMB6975,California,Big Oak Flat,95305
CSNYNO5752,0635-WKOLD,5,Stayed,No,0,32,5507,Did Not Churn,Did Not Churn,0,0,0,0,YZMQTRUER9258,No,0,40,Offer B,Yes,23.74,Yes,Yes,DSL,22,No,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,70.75,2921.75,0.0,0,949.5999999999999,3871.35,Male,33,No,No,Yes,No,0,MKCYKP1125,California,Ceres,95307
SYYIKR4298,5993-JSUWV,3,Stayed,No,0,66,5133,Did Not Churn,Did Not Churn,0,0,0,0,TAUENBAUT8279,No,0,66,Unknown/None,Yes,21.37,No,Yes,DSL,30,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,61.15,4017.45,0.0,0,1410.42,5427.87,Female,25,Yes,No,No,No,0,ARYKJK8637,California,Columbia,95310
GARFGK3876,4518-FZBSX,4,Stayed,No,0,64,4439,Did Not Churn,Did Not Churn,0,0,0,0,IEDQFFJDE6198,Yes,4,42,Offer B,Yes,9.33,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.25,854.9,0.0,0,391.86,1246.76,Male,57,No,No,Yes,Yes,2,OMNEXA9957,California,Coulterville,95311
GHONJL5314,6988-CJEYV,3,Stayed,No,0,79,6148,Did Not Churn,Did Not Churn,0,0,0,0,RHKIKMUNL3219,No,0,49,Offer B,Yes,45.46,Yes,Yes,Fiber Optic,27,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.7,4920.55,0.0,0,2227.54,7148.09,Male,56,No,No,No,No,0,TDNLMF1369,California,Crows Landing,95313
VZUTDY8914,3097-FQTVJ,4,Stayed,No,0,21,5913,Did Not Churn,Did Not Churn,0,0,0,0,GAVHBZKKE5167,No,0,41,Offer B,Yes,10.09,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,20.0,810.3,0.0,0,413.69,1223.99,Female,23,Yes,No,No,No,0,UDJQCQ2368,California,Denair,95316
RRXADA2429,5465-BUBFA,3,Stayed,No,0,40,4180,Did Not Churn,Did Not Churn,0,0,0,0,CJSMIUKAB7935,Yes,1,41,Offer B,Yes,21.28,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.3,772.4,0.0,0,872.48,1644.88,Female,34,No,No,Yes,Yes,1,OQJJCM2288,California,El Nido,95317
JKEOZM1734,7299-GNVPL,3,Stayed,No,0,54,2177,Did Not Churn,Did Not Churn,0,0,0,0,FEJFMDKBK3272,Yes,5,23,Unknown/None,Yes,27.24,No,Yes,Fiber Optic,82,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,84.4,1936.85,0.0,0,626.52,2563.37,Female,19,Yes,No,Yes,Yes,2,WFGKAH1782,California,El Portal,95318
FRNGSC9468,9743-DQKQW,5,Joined,No,0,58,2013,Did Not Churn,Did Not Churn,0,0,0,0,LVYWDJXGR2786,No,0,3,Offer E,No,0.0,No,Yes,DSL,69,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.1,79.8,0.0,0,0.0,79.8,Male,28,Yes,No,No,No,0,TCKDPI6816,California,Escalon,95320
HYZXCN8413,1215-VFYVK,3,Stayed,No,0,30,2682,Did Not Churn,Did Not Churn,0,0,0,0,WINSFGJWG4655,No,0,4,Offer E,No,0.0,No,Yes,Cable,30,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,No,Mailed Check,48.25,202.25,0.0,10,0.0,212.25,Female,19,Yes,No,No,No,0,WYJTNW6115,California,Groveland,95321
PYYLHS1894,9371-BITHB,4,Stayed,No,0,43,5432,Did Not Churn,Did Not Churn,0,0,0,0,EREPLHHUR1187,Yes,1,52,Offer B,Yes,3.41,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.85,1070.5,0.0,0,177.32,1247.82,Female,27,Yes,No,Yes,Yes,1,RLHXER1368,California,Gustine,95322
XLDMNU5684,9093-FPDLG,3,Stayed,No,0,52,2405,Did Not Churn,Did Not Churn,0,0,0,0,KGYWTGAZC9869,No,0,11,Unknown/None,Yes,9.52,No,Yes,Fiber Optic,4,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,999.9,0.0,0,104.72,1104.62,Female,54,No,No,No,No,0,STOYWE9493,California,Hilmar,95324
LZEISS2761,0541-FITGH,3,Joined,No,0,34,5766,Did Not Churn,Did Not Churn,0,0,0,0,SPZGKYWQX9143,Yes,6,2,Offer E,Yes,48.39,No,Yes,Cable,24,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,62.15,113.1,0.0,0,96.78,209.88,Female,59,No,No,Yes,No,0,JLHNEA6297,California,Hornitos,95325
