Satisfaction Score,Churn Value,Churn Score,CLTV,Employee Related Cancellation,Product/Service Related Cancellation,Competitor Cancellation,Price Cancellation,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Age,Number of Dependents,City,Zip Code,Churn Category_Competitor,Churn Category_Did Not Churn,Churn Category_Dissatisfaction,Churn Category_Other,Churn Category_Price,Churn Reason_Attitude of support person,Churn Reason_Competitor had better devices,Churn Reason_Competitor made better offer,Churn Reason_Competitor offered higher download speeds,Churn Reason_Competitor offered more data,Churn Reason_Deceased,Churn Reason_Did Not Churn,Churn Reason_Don't know,Churn Reason_Extra data charges,Churn Reason_Lack of affordable download/upload speed,Churn Reason_Lack of self-service on Website,Churn Reason_Limited range of services,Churn Reason_Long distance charges,Churn Reason_Moved,Churn Reason_Network reliability,Churn Reason_Poor expertise of online support,Churn Reason_Poor expertise of phone support,Churn Reason_Price too high,Churn Reason_Product dissatisfaction,Churn Reason_Service dissatisfaction,Referred a Friend_Yes,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Offer_Unknown/None,Phone Service_Yes,Multiple Lines_Yes,Internet Service_Yes,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Online Security_Yes,Online Backup_Yes,Device Protection Plan_Yes,Premium Tech Support_Yes,Streaming TV_Yes,Streaming Movies_Yes,Streaming Music_Yes,Unlimited Data_Yes,Contract_One Year,Contract_Two Year,Paperless Billing_Yes,Payment Method_Credit Card,Payment Method_Mailed Check,Gender_Male,Under 30_Yes,Senior Citizen_Yes,Married_Yes,Dependents_Yes
5,0,75,4518,0,0,0,0,1,71,26.58,27,80.45,5662.25,0.0,0,1887.18,7549.43,30,0,4,94507,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0
4,0,25,2845,0,0,0,0,1,21,35.72,30,58.85,1215.45,0.0,0,750.12,1965.57,63,3,4,94508,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1
3,0,22,4564,0,0,0,0,9,71,49.32,9,109.6,7854.15,0.0,0,3501.72,11355.87,53,0,4,94509,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0
3,0,50,4216,0,0,0,0,0,7,30.06,10,75.15,525.0,0.0,10,210.42,745.42,56,0,4,94510,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,0,80,5127,0,0,0,0,0,72,23.02,69,73.0,5265.2,0.0,0,1657.44,6922.639999999999,23,0,4,94511,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0
4,0,74,2475,0,0,0,0,0,1,1.15,23,70.1,70.1,0.0,0,1.15,71.25,53,0,4,94512,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,78,4616,0,0,0,0,6,72,35.21,10,98.65,7129.45,0.0,0,2535.12,9664.57,61,2,4,94513,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1
5,0,74,5129,0,0,0,0,3,64,39.37,53,111.45,7266.95,0.0,0,2519.68,9786.63,48,3,4,94514,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1
4,0,69,4589,0,0,0,0,0,72,48.37,5,114.9,8496.7,0.0,0,3482.64,11979.34,56,0,4,94515,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
4,0,53,4847,0,0,0,0,0,29,10.67,12,100.55,2878.75,0.0,0,309.43,3188.18,33,0,4,94517,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
5,0,76,4883,0,0,0,0,0,13,6.56,0,20.4,261.3,0.0,0,85.28,346.58000000000004,23,0,16,94518,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
4,0,78,5320,0,0,0,0,0,31,45.71,58,104.35,3205.6,0.0,0,1417.01,4622.61,23,0,16,94519,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
3,0,26,5772,0,0,0,0,8,14,9.77,21,80.45,1137.05,0.0,0,136.78,1273.83,43,3,4,94530,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1
3,0,52,5378,0,0,0,0,0,72,44.21,22,91.35,6697.2,0.0,0,3183.12,9880.32,47,0,16,94536,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
5,0,76,4134,0,0,0,0,0,25,18.87,0,19.9,505.45,0.0,0,471.75,977.2,47,1,16,94541,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
3,0,47,5993,0,0,0,0,0,18,48.68,48,68.35,1299.8,0.0,0,876.24,2176.04,22,0,16,94544,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0
5,0,29,5872,0,0,0,0,6,71,28.02,27,79.1,5564.85,0.0,0,1989.42,7554.27,21,0,16,94545,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0
4,0,40,5346,0,0,0,0,0,2,5.3,11,80.55,188.1,0.0,0,10.6,198.7,56,1,4,94547,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
3,0,46,2814,0,0,0,0,1,17,29.87,53,66.7,1077.05,0.0,0,507.79,1584.84,48,3,4,94549,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1
5,0,64,4449,0,0,0,0,0,56,37.15,13,86.4,4922.4,0.0,0,2080.4,7002.799999999999,32,0,4,94550,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
3,0,65,5493,0,0,0,0,7,60,0.0,4,50.05,2911.5,0.0,0,0.0,2911.5,31,0,8,94552,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
4,0,39,3378,0,0,0,0,0,33,36.5,0,25.7,826.1,0.0,0,1204.5,2030.6,60,0,4,94553,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3,0,26,5960,0,0,0,0,0,1,43.06,9,83.4,83.4,0.0,0,43.06,126.46,49,0,16,94555,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
4,0,49,4604,0,0,0,0,8,63,12.96,7,84.65,5377.8,0.0,20,816.48,6214.280000000001,52,0,8,94558,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0
3,0,36,4634,0,0,0,0,0,55,27.0,20,64.75,3617.1,0.0,0,1485.0,5102.1,63,0,4,94560,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0
4,0,72,4915,0,0,0,0,8,65,36.62,6,100.15,6643.5,0.0,0,2380.3,9023.8,35,0,4,94561,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0
4,0,79,4530,0,0,0,0,0,63,4.01,0,25.25,1559.3,0.0,0,252.63,1811.93,28,0,4,94564,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
4,0,44,2564,0,0,0,0,5,36,0.0,71,40.65,1547.35,0.0,0,0.0,1547.35,19,3,8,94566,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1
5,0,28,4242,0,0,0,0,0,22,48.07,18,94.95,2142.8,0.0,0,1057.54,3200.34,37,0,4,94569,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0
5,0,22,3129,0,0,0,0,0,1,11.96,0,19.8,19.8,0.0,0,11.96,31.76,50,0,12,94577,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,0,75,4399,0,0,0,0,0,56,49.36,21,81.8,4534.45,0.0,0,2764.16,7298.61,55,0,12,94578,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
4,0,39,2237,0,0,0,0,0,2,43.27,0,20.0,40.9,0.0,0,86.54,127.44,40,0,12,94579,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3,0,27,2187,0,0,0,0,0,35,20.61,16,59.6,2094.9,0.0,0,721.35,2816.25,48,0,4,94580,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
5,0,61,5538,0,0,0,0,5,64,6.81,0,25.0,1584.8,0.0,0,435.84,2020.64,44,0,4,94583,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3,0,35,3314,0,0,0,0,0,15,6.22,4,84.35,1302.65,0.0,0,93.3,1395.95,44,0,4,94585,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
5,0,35,2207,0,0,0,0,0,1,33.32,48,55.55,55.55,0.0,30,33.32,118.87,23,0,4,94587,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0
3,0,64,6477,0,0,0,0,9,70,39.53,53,75.35,5437.75,0.0,0,2767.1,8204.85,35,3,8,94588,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1
4,0,42,5843,0,0,0,0,0,39,6.77,17,59.3,2209.15,0.0,0,264.03,2473.1800000000003,62,0,16,94591,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
3,0,72,5590,0,0,0,0,0,29,17.87,26,66.1,1912.15,0.0,0,518.23,2430.38,32,0,16,94592,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
5,0,28,5751,0,0,0,0,2,14,44.55,0,18.8,255.55,0.0,0,623.6999999999999,879.25,38,3,12,94595,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
4,0,74,4471,0,0,0,0,0,61,4.51,24,86.45,5175.3,0.0,0,275.11,5450.41,57,0,12,94596,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
3,0,34,4929,0,0,0,0,0,13,19.17,59,52.1,670.65,0.0,0,249.21000000000004,919.86,28,1,12,94598,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1
3,0,27,6435,0,0,0,0,0,66,0.0,29,47.4,3177.25,0.0,0,0.0,3177.25,64,0,4,94599,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
4,0,67,5186,0,0,0,0,7,59,40.47,4,109.15,6557.75,0.0,0,2387.73,8945.48,52,0,52,94602,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0
4,0,27,4262,0,0,0,0,6,62,15.76,59,94.95,5791.85,0.0,0,977.12,6768.97,19,3,52,94603,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1
4,0,66,4285,0,0,0,0,0,66,12.48,23,79.5,5196.1,0.0,0,823.6800000000001,6019.780000000001,48,2,52,94606,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1
3,0,46,5905,0,0,0,0,0,72,19.6,15,115.05,8405.0,0.0,0,1411.2,9816.2,41,0,52,94607,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
3,0,21,6492,0,0,0,0,2,51,18.42,47,95.15,5000.05,0.0,0,939.42,5939.47,21,1,52,94610,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1
4,0,66,4551,0,0,0,0,0,63,22.73,73,105.4,6713.2,0.0,130,1431.99,8275.19,25,0,52,94611,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0
5,0,28,3428,0,0,0,0,0,27,33.4,0,20.1,562.6,0.0,0,901.8,1464.4,31,0,52,94612,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5,0,76,5320,0,0,0,0,10,42,32.02,0,20.7,828.85,0.0,0,1344.84,2173.69,59,1,52,94621,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1
4,0,66,4840,0,0,0,0,0,29,21.19,0,20.35,617.35,0.0,0,614.51,1231.86,28,0,32,94702,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4,0,59,3302,0,0,0,0,0,30,24.57,0,19.7,625.05,0.0,0,737.1,1362.15,62,0,32,94704,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
3,0,44,5394,0,0,0,0,9,71,22.83,53,85.45,6029.9,0.0,0,1620.9299999999998,7650.83,35,3,4,94706,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1
3,0,44,2519,0,0,0,0,6,46,0.0,26,40.4,1842.7,0.0,80,0.0,1922.7,63,0,32,94707,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
3,0,47,6247,0,0,0,0,0,69,44.57,28,105.2,7386.05,0.0,0,3075.33,10461.38,48,0,32,94710,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0
3,0,20,6380,0,0,0,0,10,72,41.68,28,100.65,7334.05,0.0,0,3000.96,10335.01,48,0,12,94801,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
3,0,66,2448,0,0,0,0,0,28,45.24,59,91.0,2626.15,0.0,0,1266.72,3892.87,26,0,12,94804,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0
3,0,29,4770,0,0,0,0,0,7,6.83,17,59.1,369.25,0.0,0,47.81,417.06,32,0,8,94903,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0
3,0,29,4667,0,0,0,0,0,22,31.53,11,49.8,1049.05,0.0,0,693.6600000000001,1742.71,64,0,4,94904,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4,0,42,4722,0,0,0,0,0,72,45.75,0,19.3,1414.8,0.0,0,3294.0,4708.8,57,0,4,94920,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4,0,38,4535,0,0,0,0,6,8,26.17,0,19.65,169.75,0.0,0,209.36,379.11,58,3,4,94922,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
4,0,64,4628,0,0,0,0,6,52,41.34,24,81.4,4354.45,0.0,0,2149.6800000000003,6504.13,64,0,4,94923,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0
3,0,45,5278,0,0,0,0,0,68,0.0,58,38.9,2719.2,0.0,0,0.0,2719.2,21,0,4,94924,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0
4,0,71,4278,0,0,0,0,7,71,9.06,30,87.95,6365.35,0.0,0,643.26,7008.610000000001,46,0,4,94925,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0
3,0,64,3300,0,0,0,0,0,2,27.47,0,19.85,51.6,0.0,0,54.94,106.54,27,0,4,94928,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4,0,75,5097,0,0,0,0,0,35,0.0,21,24.15,812.5,0.0,40,0.0,852.5,54,0,4,94930,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,57,4376,0,0,0,0,8,61,42.11,0,19.1,1143.8,0.0,0,2568.71,3712.51,21,1,4,94931,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1
5,0,61,2785,0,0,0,0,0,1,13.4,17,44.0,44.0,0.0,0,13.4,57.4,62,0,4,94933,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4,0,38,4854,0,0,0,0,3,53,31.99,59,60.6,3297.0,0.0,0,1695.47,4992.47,29,5,4,94938,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1
5,0,22,5613,0,0,0,0,4,72,12.58,0,25.65,1887.0,0.0,0,905.76,2792.76,37,0,4,94939,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5,0,79,3071,0,0,0,0,6,24,35.86,0,20.4,482.8,0.0,0,860.64,1343.44,44,0,12,94947,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4,0,59,5369,0,0,0,0,0,8,0.0,8,29.35,216.45,0.0,10,0.0,226.45,47,0,4,94950,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3,0,80,2184,0,0,0,0,0,1,42.17,0,20.45,20.45,0.0,0,42.17,62.620000000000005,28,0,4,94951,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
3,0,67,4825,0,0,0,0,0,54,11.76,52,95.1,5064.85,0.0,0,635.04,5699.89,26,0,8,94952,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0
4,0,40,3461,0,0,0,0,0,41,41.21,0,25.25,996.45,0.0,0,1689.61,2686.0600000000004,23,0,8,94954,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
5,0,76,5842,0,0,0,0,0,19,34.51,22,44.9,839.65,0.0,0,655.6899999999999,1495.34,33,0,4,94956,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
